biomarkerid	biomarkername	synonym	gene_id	biomarker_type	molecular_type	use_development	use_refid	confidence	with_condition	identity_method	source	development_stage	disease_subtype	population	sample_size	refid	displayorder	title	url
LCBD-1326	Dimethyl ether			Unspecified	Volatile Organic Compound					solid phase microextraction and Gas chromatography/mass spectrometry (GC-MS) analysis			Lung Cancer		96 subjects (56 healthy controls and 40 lung cancer patients)	194	1	Diagnosing lung cancer in exhaled breath using gold nanoparticles	https://pubmed.ncbi.nlm.nih.gov/19809459
LCBD-1337	2,2,3-Trimethyl-hexane			Unspecified	Volatile Organic Compound					solid phase microextraction and Gas chromatography/mass spectrometry (GC-MS) analysis			Lung Cancer		96 subjects (56 healthy controls and 40 lung cancer patients)	194	1	Diagnosing lung cancer in exhaled breath using gold nanoparticles	https://pubmed.ncbi.nlm.nih.gov/19809459
LCBD-1340	1,3,5,7-Cyclooctatetraene			Unspecified	Volatile Organic Compound					solid phase microextraction and Gas chromatography/mass spectrometry (GC-MS) analysis			Lung Cancer		96 subjects (56 healthy controls and 40 lung cancer patients)	194	1	Diagnosing lung cancer in exhaled breath using gold nanoparticles	https://pubmed.ncbi.nlm.nih.gov/19809459
LCBD-1457	3-Ethyl-3-methyl-2-pentanone			Unspecified	Volatile Organic Compound					solid phase microextraction and Gas chromatography/mass spectrometry (GC-MS) analysis			Lung Cancer		96 subjects (56 healthy controls and 40 lung cancer patients)	194	1	Diagnosing lung cancer in exhaled breath using gold nanoparticles	https://pubmed.ncbi.nlm.nih.gov/19809459
LCBD-0048	Propane, 2-methoxy-2-methyl-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0154	2,3-Hexanedione			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0186	1-Propene,1-(methylthio)-,(E)-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0194	2,2,7,7-Tetramethyltricyclo[6.2.1.0(1,6)]undec-4-en-3-one			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0211	Benzene, 1,l-[l-(ethylthio)propylidene]bis-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0220	IH-Indene, 2, 3-dihydro-4-methyl-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0243	Ethane,1,1,2-trichloro-1,2,2-trifluoro-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0369	Camphor			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0390	Anthracene,1,2,3,4-tetrahydro-9-propyl-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0397	2,2,4-Trimethyl-1,3-pentanediol diisobutyrate			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0523	Furan, 2-[(2-ethoxy-3,4-dimethyl-2-cyclohexen-l-ylidene)methyl]-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0613	Bicyclo[2.2.1]heptan-2-one,1,7,7-trimethyl-,(IS)-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0649	Benzoic acid, 4-ethoxy-, ethyl ester			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0650	Bicyclo[3.2.2]nonane-1,5-dicarboxylic acid, 5-ethyl ester			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0654	2,5-Cyclohexadien-l-one, 2,6-bis(1,1-dimethylethyl)-4-ethylidene-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0716	5,5-Dimethyl-1,3-hexadiene			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0788	9,10-Anthracenediol,2-ethyl-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0811	3-Hexanone, 2-methyl-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0821	à Isomethyl ionone			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-0921	Benzophenone			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-1145	4-Penten-2-ol			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-1187	Benzene,1,l-ethylidenebis[4-ethyl-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-1200	Propanoic acid, 2-methyl-, 1-(1,l-dimethylethyl)-2-methyl-1,3-propanediyl ester			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-1216	Pentanoic acid, 2,2,4-trimethyl-3-carboxyisopropyl, isobutyl ester			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-1244	5-Isopropenyl-2-methyl-7-oxabicyclo[4.1.0]heptan-2-ol			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-1263	p-menth-I-en-8-ol			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-1280	1,2,4,5-Tetroxane, 3,3,6,6-tetraphenyl-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-1292	Benzene, 1,l-(1,2-cyclobutanediyl)bis,cis-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
LCBD-1327	3-Cyclohexene-1-methanol, à,à4-trimethyl-			Unspecified	Volatile Organic Compound			Candidate	AUC of ROC curve exceeded 0.6	weighted digital analysis			Lung Cancer		404 subjects (193 subjects with primary lung cancer and 211 controls with a negative chest CT)	195	1	Detection of lung cancer using weighted digital analysis of breath biomarkers	https://pubmed.ncbi.nlm.nih.gov/18420034
