Gene,GO_Description_Text
CNGA2,[BP] calcium ion transmembrane transport; calcium ion transport; monoatomic cation transmembrane transport; monoatomic ion transmembrane transport; monoatomic ion transport; potassium ion transport; sensory perception of chemical stimulus; sensory perception of smell; sodium ion transport; transmembrane transport [CC] Golgi-associated vesicle membrane; cell projection; ciliary membrane; intracellular cyclic nucleotide activated cation channel complex; membrane; non-motile cilium membrane; plasma membrane [MF] cAMP binding; cGMP binding; calcium channel activity; calmodulin binding; intracellularly cAMP-activated cation channel activity; intracellularly cGMP-activated cation channel activity; intracellularly cyclic nucleotide-activated monoatomic cation channel activity; monoatomic ion channel activity; nucleotide binding
CNGA3,[BP] calcium ion transmembrane transport; calcium ion transport; inorganic cation import across plasma membrane; monoatomic cation transmembrane transport; monoatomic cation transport; monoatomic ion transmembrane transport; monoatomic ion transport; response to cAMP; response to magnesium ion; retina development in camera-type eye; signal transduction; sodium ion transmembrane transport; sodium ion transport; transmembrane transport; visual perception [CC] axon initial segment; dendrite; glial cell projection; intracellular cyclic nucleotide activated cation channel complex; membrane; neuronal cell body; perikaryon; plasma membrane; transmembrane transporter complex [MF] cGMP binding; cadherin binding; calcium channel activity; intracellularly cAMP-activated cation channel activity; intracellularly cGMP-activated cation channel activity; intracellularly cyclic nucleotide-activated monoatomic cation channel activity; ligand-gated monoatomic ion channel activity; monoatomic ion channel activity; myosin binding; nucleotide binding; protein binding; sodium channel activity
NTRK3,[BP] animal organ development; axon extension involved in regeneration; cell communication; cell differentiation; cell surface receptor protein tyrosine kinase signaling pathway; cellular response to nerve growth factor stimulus; cellular response to retinoic acid; circadian rhythm; cochlea development; ephrin receptor signaling pathway; heart development; lens fiber cell differentiation; mechanoreceptor differentiation; myelination in peripheral nervous system; negative regulation of astrocyte differentiation; nervous system development; neuron fate specification; neuron migration; neuronal action potential propagation; neurotrophin signaling pathway; positive regulation of MAPK cascade; positive regulation of apoptotic process; positive regulation of axon extension involved in regeneration; positive regulation of cell migration; positive regulation of cell population proliferation; positive regulation of gene expression; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; positive regulation of positive chemotaxis; positive regulation of synapse assembly; postsynaptic density assembly; regulation of neural precursor cell proliferation; regulation of presynapse assembly; response to axon injury; response to corticosterone; response to ethanol; system development [CC] axon; cytoplasm; glutamatergic synapse; membrane; plasma membrane; postsynaptic membrane; receptor complex [MF] ATP binding; GPI-linked ephrin receptor activity; kinase activity; neurotrophin binding; neurotrophin receptor activity; nucleotide binding; p53 binding; protein binding; protein kinase activity; protein tyrosine kinase activity; transferase activity; transmembrane receptor protein tyrosine kinase activity
KCNA10,[BP] action potential; monoatomic ion transmembrane transport; monoatomic ion transport; potassium ion transmembrane transport; potassium ion transport; protein homooligomerization; transmembrane transport [CC] membrane; monoatomic ion channel complex; plasma membrane; voltage-gated potassium channel complex [MF] delayed rectifier potassium channel activity; intracellularly cyclic nucleotide-activated monoatomic cation channel activity; monoatomic ion channel activity; potassium channel activity; protein binding; voltage-gated potassium channel activity
PDCD2,[BP] apoptotic process; positive regulation of apoptotic process; positive regulation of hematopoietic stem cell proliferation; programmed cell death; regulation of hematopoietic progenitor cell differentiation [CC] cytoplasm; extracellular exosome; nucleus [MF] DNA binding; enzyme binding; metal ion binding; protein binding; zinc ion binding
SLC15A2,"[BP] antibacterial innate immune response; dipeptide import across plasma membrane; dipeptide transport; immune system process; innate immune response; oligopeptide transport; peptide transport; peptidoglycan transport; protein transport; proton transmembrane transport; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway; renal absorption; transmembrane transport; transport across blood-brain barrier; tripeptide import across plasma membrane; xenobiotic detoxification by transmembrane export across the plasma membrane; xenobiotic transport [CC] apical plasma membrane; cytoplasmic vesicle; extracellular exosome; membrane; phagocytic vesicle membrane; plasma membrane [MF] dipeptide transmembrane transporter activity; oligopeptide transmembrane transporter activity; peptide:proton symporter activity; protein binding; symporter activity; transmembrane transporter activity; tripeptide transmembrane transporter activity"
INA,[BP] cell differentiation; cellular response to leukemia inhibitory factor; intermediate filament cytoskeleton organization; intermediate filament organization; nervous system development; neurofilament cytoskeleton organization; postsynaptic intermediate filament cytoskeleton organization; postsynaptic modulation of chemical synaptic transmission; substantia nigra development [CC] Schaffer collateral - CA1 synapse; cytoplasmic ribonucleoprotein granule; extracellular space; intermediate filament; intermediate filament cytoskeleton; neurofilament; postsynapse; postsynaptic intermediate filament cytoskeleton [MF] protein binding; structural constituent of cytoskeleton; structural constituent of postsynaptic intermediate filament cytoskeleton
LAMA4,[BP] cell adhesion; negative regulation of cold-induced thermogenesis; regulation of cell adhesion; regulation of cell migration; regulation of embryonic development [CC] basement membrane; extracellular exosome; extracellular matrix; extracellular region [MF] extracellular matrix structural constituent; signaling receptor binding
PRR4,[BP] visual perception [CC] extracellular region; extracellular space [MF] protein binding
SSX1,[BP] negative regulation of transcription by RNA polymerase II; regulation of DNA-templated transcription; spermatogenesis [CC] cell projection; cilium; cytoplasm; cytoskeleton; motile cilium; nucleus; sperm flagellum [MF] protein binding; transcription corepressor activity
